PedidoEnviado;Barra;Qtd_Pedido;DataPedido;Qtd_Atendida;Qtd_Atendida_Not;NumeroNotaPedido;Observacao
38142429;7896181909262;3;10/05/2022;0;;;FALTA ESTOQUE
38142429;7896181922667;1;10/05/2022;0;;;FALTA ESTOQUE
38151188;7896181913252;4;11/05/2022;4;4;00433733;PRODUTO FATURADO
38159907;7896181911036;96;12/05/2022;0;;;FALTA ESTOQUE
38159915;7896181911036;24;12/05/2022;0;;;FALTA ESTOQUE
38173105;7896181918431;7;16/05/2022;0;;;FALTA ESTOQUE
38173105;7896181922667;20;16/05/2022;0;;;FALTA ESTOQUE
38193465;7896181909460;12;18/05/2022;0;;;
18169742;7896181918370;6;14/05/2022;0;;;FALTA ESTOQUE
18169742;7896181924173;6;14/05/2022;0;;;FALTA ESTOQUE
18193457;7896181906384;3;18/05/2022;0;;;
28094974;7896181901198;3;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181916987;8;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181917410;6;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181928676;10;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28105954;7896181901341;24;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181906322;30;04/05/2022;30;30;00432319;PRODUTO FATURADO
28108012;7896181909262;24;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181909453;24;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181909583;2;04/05/2022;2;2;00432319;PRODUTO FATURADO
28108012;7896181915041;10;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181922933;3;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181924173;12;04/05/2022;0;;;FALTA ESTOQUE
28108012;7898907313858;3;04/05/2022;0;;;FALTA ESTOQUE
18187240;7896181909262;24;17/05/2022;18;18;00434673;PRODUTO ATENDIDO PARCIALMENTE
18187240;7896181909453;24;17/05/2022;0;;;FALTA ESTOQUE
28094974;7896181907343;4;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181909262;6;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181909279;6;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181909453;6;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181911036;10;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181924081;6;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181924098;6;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181924876;3;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181927600;6;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28108012;7896181904175;12;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181913306;12;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181926238;12;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181928836;50;04/05/2022;0;;;FALTA ESTOQUE
28159862;7896181909460;12;12/05/2022;0;;;FALTA ESTOQUE
28178663;7896181918691;100;16/05/2022;0;;;FALTA ESTOQUE
38093615;7896181925866;2;02/05/2022;0;;;FALTA ESTOQUE
38095671;7896181925149;12;02/05/2022;0;;;FALTA ESTOQUE
38116131;7896181925866;3;05/05/2022;0;;;FALTA ESTOQUE
38116556;7896181922667;8;05/05/2022;0;;;FALTA ESTOQUE
38124427;7896181925859;6;06/05/2022;0;;;PROBLEMAS CADASTRAIS (Cliente Bloqueado)
38131046;7896181913542;3;09/05/2022;0;;;FALTA ESTOQUE
38132741;7896181911159;6;09/05/2022;0;;;FALTA ESTOQUE
38132746;7896181901327;6;09/05/2022;0;;;FALTA ESTOQUE
38132746;7896181924081;12;09/05/2022;0;;;FALTA ESTOQUE
38132850;7896181927068;20;09/05/2022;0;;;PRODUTO NÃO CADASTRADO / DESATIVADO
38141379;7896658018954;12;10/05/2022;0;;;FALTA ESTOQUE
38141472;7896181911036;96;10/05/2022;0;;;FALTA ESTOQUE
38141481;7896181909262;11;10/05/2022;0;;;FALTA ESTOQUE
38159071;7896181925149;3;12/05/2022;0;;;FALTA ESTOQUE
38159852;7896658038334;1;12/05/2022;0;;;FALTA ESTOQUE
38159887;7896181924081;15;12/05/2022;0;;;FALTA ESTOQUE
38159899;7896181911036;48;12/05/2022;0;;;FALTA ESTOQUE
38167188;7896181914303;60;13/05/2022;0;;;FALTA ESTOQUE
38167279;7896181911159;3;13/05/2022;0;;;FALTA ESTOQUE
38173137;7896181913542;6;16/05/2022;0;;;FALTA ESTOQUE
38174800;7896181911128;6;16/05/2022;0;;;FALTA ESTOQUE
38174800;7896181914280;6;16/05/2022;0;;;FALTA ESTOQUE
38174800;7896181924081;6;16/05/2022;0;;;FALTA ESTOQUE
38174876;7896181913542;3;16/05/2022;0;;;FALTA ESTOQUE
38174876;7896181922377;6;16/05/2022;0;;;FALTA ESTOQUE
38174876;7896181928379;3;16/05/2022;0;;;FALTA ESTOQUE
38092878;7896181901006;18;02/05/2022;0;;;FALTA ESTOQUE
38100073;7896181922377;24;03/05/2022;0;;;FALTA ESTOQUE
38106842;7896181926788;1;04/05/2022;0;;;FALTA ESTOQUE
38108444;7896181911159;3;04/05/2022;0;;;FALTA ESTOQUE
38193465;7896181924098;10;18/05/2022;0;;;
38112609;7896181916987;10;05/05/2022;10;10;00432588;PRODUTO FATURADO
38121229;7896181918691;50;06/05/2022;0;;;FALTA ESTOQUE
38123228;7896181924098;12;06/05/2022;0;;;FALTA ESTOQUE
38129965;7896181928683;90;09/05/2022;0;;;FALTA ESTOQUE
38132850;7896181925866;6;09/05/2022;0;;;FALTA ESTOQUE
38140843;7896181909460;12;10/05/2022;0;;;FALTA ESTOQUE
38141481;7896181911036;96;10/05/2022;0;;;FALTA ESTOQUE
38142429;7896181909453;3;10/05/2022;0;;;FALTA ESTOQUE
38142950;7896181927693;10;10/05/2022;0;;;FALTA ESTOQUE
38147875;7896181927068;12;11/05/2022;0;;;PRODUTO NÃO CADASTRADO / DESATIVADO
38147884;7896181914013;3;11/05/2022;3;3;00433695;PRODUTO FATURADO
38159852;7896181909460;30;12/05/2022;0;;;FALTA ESTOQUE
38159852;7896181911715;12;12/05/2022;0;;;FALTA ESTOQUE
38159852;7896181924845;12;12/05/2022;0;;;PRODUTO NÃO CADASTRADO / DESATIVADO
38167188;7896181915034;26;13/05/2022;0;;;FALTA ESTOQUE
38167279;7896181911128;12;13/05/2022;0;;;FALTA ESTOQUE
38174800;7896181915034;20;16/05/2022;0;;;FALTA ESTOQUE
38189575;7896181925866;6;17/05/2022;0;;;FALTA ESTOQUE
38193465;7896181922377;6;18/05/2022;0;;;
38193465;7896181925866;2;18/05/2022;0;;;
18173392;7896181922070;2;16/05/2022;2;2;00434203;PRODUTO FATURADO
18174167;7898574611462;3;16/05/2022;0;;;FALTA ESTOQUE
18185408;7896181909262;6;17/05/2022;6;;;PRODUTO FATURADO
18185408;7896181909453;12;17/05/2022;12;;;PRODUTO FATURADO
28094974;7896181911128;6;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28108012;7896181907343;2;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181909460;24;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181918424;6;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181918998;1;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181919001;1;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181920670;6;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181921325;10;04/05/2022;10;10;00432319;PRODUTO FATURADO
28108012;7896181928829;45;04/05/2022;45;45;00432319;PRODUTO FATURADO
38093615;7896181924081;4;02/05/2022;0;;;FALTA ESTOQUE
38100073;7896181918424;12;03/05/2022;0;;;FALTA ESTOQUE
38105553;7896181924098;24;04/05/2022;0;;;FALTA ESTOQUE
38106842;7896181914280;2;04/05/2022;0;;;FALTA ESTOQUE
38108011;7896181925262;3;04/05/2022;0;;;FALTA ESTOQUE
38116131;7896181926788;4;05/05/2022;0;;;FALTA ESTOQUE
38116556;7896181914303;12;05/05/2022;0;;;FALTA ESTOQUE
38116556;7896181926788;3;05/05/2022;0;;;FALTA ESTOQUE
38116556;7896181927068;6;05/05/2022;0;;;PRODUTO NÃO CADASTRADO / DESATIVADO
38116793;7896181922377;48;05/05/2022;0;;;FALTA ESTOQUE
38131046;7896181909347;12;09/05/2022;0;;;FALTA ESTOQUE
38132746;7896181909460;12;09/05/2022;0;;;FALTA ESTOQUE
38140940;7896181922667;20;10/05/2022;0;;;FALTA ESTOQUE
38141472;7896181924845;12;10/05/2022;0;;;PRODUTO NÃO CADASTRADO / DESATIVADO
38141472;7896658038334;1;10/05/2022;0;;;FALTA ESTOQUE
38141481;7896181901327;6;10/05/2022;0;;;FALTA ESTOQUE
38142429;7896181927600;6;10/05/2022;0;;;PRODUTO NÃO CADASTRADO / DESATIVADO
38143139;7896181918424;12;10/05/2022;0;;;FALTA ESTOQUE
38143139;7896181918691;12;10/05/2022;0;;;FALTA ESTOQUE
38147873;7896181917410;6;11/05/2022;0;;;FALTA ESTOQUE
38147884;7896181901327;6;11/05/2022;0;;;FALTA ESTOQUE
38159852;7896181909262;6;12/05/2022;0;;;FALTA ESTOQUE
38159919;7896181911036;48;12/05/2022;0;;;FALTA ESTOQUE
38159925;7896181911036;24;12/05/2022;0;;;FALTA ESTOQUE
38173105;7896181924098;15;16/05/2022;0;;;FALTA ESTOQUE
38174168;7896181914303;20;16/05/2022;0;;;FALTA ESTOQUE
38174800;7896181909248;4;16/05/2022;0;;;FALTA ESTOQUE
38174800;7896181925866;2;16/05/2022;0;;;FALTA ESTOQUE
38189575;7896658038334;6;17/05/2022;0;;;FALTA ESTOQUE
18169742;7896181900498;6;14/05/2022;0;;;FALTA ESTOQUE
18174167;7898574611400;1;16/05/2022;0;;;FALTA ESTOQUE
18193457;7896181909705;20;18/05/2022;0;;;
28094974;7896181901150;6;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181913306;6;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181918189;6;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181926788;4;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181927655;6;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28108012;7896181922285;24;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181927600;100;04/05/2022;0;;;PRODUTO NÃO CADASTRADO / DESATIVADO
28108012;7896658038921;1;04/05/2022;0;;;PRODUTO NÃO CADASTRADO / DESATIVADO
28182180;7896181918691;100;17/05/2022;0;;;FALTA ESTOQUE
28189649;7896181916871;30;17/05/2022;0;;;FALTA ESTOQUE
38093615;7896181927044;2;02/05/2022;0;;;FALTA ESTOQUE
38093688;7896181900351;71;02/05/2022;0;;;FALTA ESTOQUE
38108444;7896181924098;24;04/05/2022;0;;;FALTA ESTOQUE
38112609;7896181927693;2;05/05/2022;0;;;FALTA ESTOQUE
38115959;7896181926788;8;05/05/2022;0;;;FALTA ESTOQUE
38116556;7896181927044;12;05/05/2022;0;;;FALTA ESTOQUE
38117834;7896181911036;72;05/05/2022;0;;;FALTA ESTOQUE
38121212;7896181928379;10;06/05/2022;0;;;FALTA ESTOQUE
38131046;7896181909439;6;09/05/2022;0;;;FALTA ESTOQUE
38131101;7896181900498;24;09/05/2022;0;;;FALTA ESTOQUE
38132746;7896181922285;12;09/05/2022;0;;;FALTA ESTOQUE
38140843;7896181913542;6;10/05/2022;0;;;FALTA ESTOQUE
38141189;7896181911975;12;10/05/2022;0;;;FALTA ESTOQUE
38141189;7896181929161;12;10/05/2022;0;;;FALTA ESTOQUE
38141472;7896181901327;12;10/05/2022;0;;;FALTA ESTOQUE
38141477;7896181909262;24;10/05/2022;0;;;FALTA ESTOQUE
38142429;7896181909460;3;10/05/2022;0;;;FALTA ESTOQUE
38145713;7896181922667;20;11/05/2022;0;;;FALTA ESTOQUE
38147884;7896181924166;2;11/05/2022;0;;;FALTA ESTOQUE
38151188;7896181911128;24;11/05/2022;0;;;FALTA ESTOQUE
38151188;7896181927044;3;11/05/2022;0;;;FALTA ESTOQUE
38159071;7896181911036;96;12/05/2022;0;;;FALTA ESTOQUE
38159852;7896181924098;24;12/05/2022;0;;;FALTA ESTOQUE
38159852;7896181926757;2;12/05/2022;0;;;FALTA ESTOQUE
38159887;7896181911036;96;12/05/2022;0;;;FALTA ESTOQUE
38159887;7896181922667;20;12/05/2022;0;;;FALTA ESTOQUE
38159892;7896181911036;48;12/05/2022;0;;;FALTA ESTOQUE
38159935;7896181911036;48;12/05/2022;0;;;FALTA ESTOQUE
38167279;7896181925828;1;13/05/2022;0;;;PRODUTO NÃO CADASTRADO / DESATIVADO
38174800;7896181911715;10;16/05/2022;0;;;FALTA ESTOQUE
38174876;7896181909279;12;16/05/2022;0;;;FALTA ESTOQUE
38193465;7896181909279;12;18/05/2022;0;;;
28094974;7896181911159;4;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181915041;6;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181928393;6;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28108012;7896181911517;6;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181911975;30;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181924098;24;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181928683;45;04/05/2022;0;;;FALTA ESTOQUE
28094974;7896181918431;6;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181924845;3;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181928379;4;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28094974;7896181928683;10;02/05/2022;0;;;CANCELADO + DE 7 DIAS SEM RETORNO
28159862;7896181901327;12;12/05/2022;0;;;FALTA ESTOQUE
28159862;7896181922377;12;12/05/2022;0;;;FALTA ESTOQUE
28108012;7896181900498;12;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181901327;6;04/05/2022;0;;;FALTA ESTOQUE
28108012;7896181909293;2;04/05/2022;2;2;00432319;PRODUTO FATURADO
28108012;7896181921011;12;04/05/2022;0;;;FALTA ESTOQUE
38092878;7896181913542;6;02/05/2022;0;;;FALTA ESTOQUE
38092878;7896181924098;4;02/05/2022;0;;;FALTA ESTOQUE
38093609;7896181901006;60;02/05/2022;0;;;FALTA ESTOQUE
38093615;7896181911715;6;02/05/2022;0;;;FALTA ESTOQUE
38105554;7896181924098;48;04/05/2022;0;;;PROBLEMAS CADASTRAIS (Cliente Bloqueado)
38108011;7896181927068;2;04/05/2022;0;;;PRODUTO NÃO CADASTRADO / DESATIVADO
38108389;7896181926788;12;04/05/2022;0;;;FALTA ESTOQUE
38108444;7896181909279;24;04/05/2022;0;;;FALTA ESTOQUE
38115993;7896181914303;10;05/05/2022;0;;;FALTA ESTOQUE
38116592;7896181922377;24;05/05/2022;0;;;FALTA ESTOQUE
38116716;7896181922377;48;05/05/2022;0;;;FALTA ESTOQUE
38116718;7896181911128;12;05/05/2022;0;;;FALTA ESTOQUE
38116718;7896181925828;3;05/05/2022;0;;;PRODUTO NÃO CADASTRADO / DESATIVADO
38131041;7896181914280;6;09/05/2022;0;;;FALTA ESTOQUE
38131041;7896181914303;6;09/05/2022;0;;;FALTA ESTOQUE
38131101;7896181914280;10;09/05/2022;0;;;FALTA ESTOQUE
38131101;7896181914303;10;09/05/2022;0;;;FALTA ESTOQUE
38132742;7896181911159;6;09/05/2022;0;;;FALTA ESTOQUE
38132746;7896181909279;2;09/05/2022;0;;;FALTA ESTOQUE
38132746;7896181924098;12;09/05/2022;0;;;FALTA ESTOQUE
38132850;7896181911128;24;09/05/2022;0;;;FALTA ESTOQUE
38132850;7896181926757;4;09/05/2022;0;;;FALTA ESTOQUE
38140843;7896181914303;20;10/05/2022;0;;;FALTA ESTOQUE
38141189;7896181920502;6;10/05/2022;0;;;FALTA ESTOQUE
38141189;7896181925828;6;10/05/2022;0;;;PRODUTO NÃO CADASTRADO / DESATIVADO
38141189;7896181928683;45;10/05/2022;0;;;FALTA ESTOQUE
38141191;7896181927068;6;10/05/2022;0;;;PRODUTO NÃO CADASTRADO / DESATIVADO
38141191;7896181928379;6;10/05/2022;0;;;FALTA ESTOQUE
38141477;7896181914303;12;10/05/2022;0;;;FALTA ESTOQUE
38143516;7896181914303;20;10/05/2022;0;;;FALTA ESTOQUE
38147884;7896181911975;3;11/05/2022;0;;;FALTA ESTOQUE
38159852;7896181901327;12;12/05/2022;0;;;FALTA ESTOQUE
38159887;7896181924098;15;12/05/2022;0;;;FALTA ESTOQUE
38167193;7896181917410;12;13/05/2022;0;;;FALTA ESTOQUE
38093089;7896181909347;12;02/05/2022;0;;;FALTA ESTOQUE
38093615;7896181913542;6;02/05/2022;0;;;FALTA ESTOQUE
38093615;7896181924098;4;02/05/2022;0;;;FALTA ESTOQUE
38173105;7896658018954;20;16/05/2022;0;;;FALTA ESTOQUE
38174800;7896181924098;6;16/05/2022;0;;;FALTA ESTOQUE
38101610;7896181909460;12;03/05/2022;0;;;FALTA ESTOQUE
38106842;7896181911036;24;04/05/2022;0;;;FALTA ESTOQUE
38106842;7896181918424;12;04/05/2022;0;;;FALTA ESTOQUE
38107851;7896181914303;10;04/05/2022;0;;;FALTA ESTOQUE
38107853;7896181901006;30;04/05/2022;0;;;FALTA ESTOQUE
38107853;7896181913542;4;04/05/2022;0;;;FALTA ESTOQUE
38107853;7896181918424;50;04/05/2022;0;;;FALTA ESTOQUE
38116556;7896181918424;12;05/05/2022;0;;;FALTA ESTOQUE
38116556;7896658018954;12;05/05/2022;0;;;FALTA ESTOQUE
38116718;7896181911159;5;05/05/2022;0;;;FALTA ESTOQUE
38189575;7896181925828;6;17/05/2022;0;;;PRODUTO NÃO CADASTRADO / DESATIVADO
38190288;7896658038334;4;17/05/2022;0;;;FALTA ESTOQUE
38193465;7896181924166;6;18/05/2022;0;;;
38117830;7896181922377;48;05/05/2022;0;;;FALTA ESTOQUE
38121212;7896181900382;12;06/05/2022;0;;;FALTA ESTOQUE
38123228;7896181927693;2;06/05/2022;0;;;FALTA ESTOQUE
38123419;7896181901327;12;06/05/2022;0;;;FALTA ESTOQUE
38131101;7896181922667;4;09/05/2022;0;;;FALTA ESTOQUE
38132744;7896181909262;12;09/05/2022;0;;;FALTA ESTOQUE
38132746;7896181922377;12;09/05/2022;0;;;FALTA ESTOQUE
38140843;7896181922377;12;10/05/2022;0;;;FALTA ESTOQUE
38140940;7896181924081;12;10/05/2022;0;;;FALTA ESTOQUE
38141189;7896181901006;24;10/05/2022;0;;;FALTA ESTOQUE
38141189;7896181911159;6;10/05/2022;0;;;FALTA ESTOQUE
38141472;7896181909460;30;10/05/2022;0;;;FALTA ESTOQUE
38141472;7896181924098;30;10/05/2022;0;;;FALTA ESTOQUE
38141477;7896181911036;72;10/05/2022;0;;;FALTA ESTOQUE
38141477;7896181922667;12;10/05/2022;0;;;FALTA ESTOQUE
38142429;7896181924098;4;10/05/2022;0;;;FALTA ESTOQUE
38142429;7896181925866;4;10/05/2022;0;;;FALTA ESTOQUE
38148290;7896181927693;10;11/05/2022;0;;;FALTA ESTOQUE
38150124;7896181927693;6;11/05/2022;0;;;FALTA ESTOQUE
38151188;7896658018954;12;11/05/2022;0;;;FALTA ESTOQUE
38159935;7896181922667;12;12/05/2022;0;;;FALTA ESTOQUE
38167279;7896181924098;3;13/05/2022;0;;;FALTA ESTOQUE
38173105;7896181922377;12;16/05/2022;0;;;FALTA ESTOQUE
38173105;7896181924081;15;16/05/2022;0;;;FALTA ESTOQUE
38173137;7896181909347;12;16/05/2022;0;;;FALTA ESTOQUE
38174876;7896181909460;12;16/05/2022;0;;;FALTA ESTOQUE
38190288;7896181925866;3;17/05/2022;0;;;FALTA ESTOQUE
